x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals
3.4283,2291.1214811135237,3.4283,16.160424719078453,15.643374488372814,2.6126172625894757,2.628626662164936,1628.3956313177353,1631.8195942667926,1640.1445351567925,1630.6089554202686,1626.3617820146794,235967647.44744137,1722.6843994198625,2944.9914636772114,2287.6931811135237,2274.961056394445,2275.4781066251508,2288.508863850934,2288.4928544513587,662.7258497957885,659.3018868467311,650.9769459567312,660.5125256932552,664.7596990988443,235965356.32596025,568.4370816936612,653.8699825636877
4.0834,6137.042789968871,4.0834,18.216863243217336,29.55881266975209,3.1388684919755505,3.1617913755131477,4651.587853946808,4655.657106607339,4668.247862167339,4657.573462913812,4649.258507108101,235970670.5513728,4874.866154750422,7520.943215819613,6132.959389968871,6118.8259267256535,6107.483977299119,6133.903921476895,6133.880998593358,1485.4549360220635,1481.3856833615318,1468.7949278015321,1479.4693270550588,1487.78428286077,235964533.50858283,1262.1766352184495,1383.900425850742
95.4018,761931110698.1273,95.4018,1229876996.6038551,100593127308.23438,403898006062.8385,478742424814.35065,762255924643.6884,762248413977.106,762248422983.2075,762242731697.4974,761875900748.9532,762424296663.7314,762332915032.4552,762038187953.8011,761931110602.7255,760701233701.5234,661337983389.893,358033104635.2888,283188685883.7767,324813945.56103516,317303278.9786377,317312285.0802002,311620999.3701172,55209949.174072266,493185965.604126,401804334.32788086,107077255.67382812
40.1243,4279624860.0313854,40.1243,52467.86475196353,33354866.008814804,76101.18504908419,81741.59184320692,4210187750.141258,4210154188.5813427,4210155758.4164934,4211623258.6949186,4210183690.2365303,4445851364.599196,4223690027.8061557,4300752366.431114,4279624819.9070854,4279572392.1666336,4246269994.0225706,4279548758.8463364,4279543118.4395423,69437109.89012766,69470671.45004272,69469101.614892,68001601.33646679,69441169.79485512,166226504.567811,55934832.22522974,21127506.399728775
89.7301,527832456194.3164,89.7301,463438401.6271843,54315363296.90018,82465290444.626,96763628268.52867,527626112775.25775,527620983895.9958,527620991857.75653,527630355469.0851,527508694558.23596,527815920001.18976,527759102542.4866,527719582408.7122,527832456104.5863,527369017792.6892,473517092897.41626,445367165749.6904,431068827925.7877,206343419.0586548,211472298.32061768,211464336.5598755,202100725.23132324,323761636.08044434,16536193.12664795,73353651.82983398,112873785.60418701
76.6661,205741664445.6076,76.6661,47072509.84888402,11554831521.31918,2122988190.7321231,2433764046.239598,205188602572.91782,205186677836.44748,205186683637.47226,205203605886.66595,205180753015.349,205407245973.6713,205327644360.4112,205602430513.61154,205741664368.9415,205694591935.75873,194186832924.28842,203618676254.8755,203307900399.368,553061872.6897888,554986609.1601257,554980808.1353455,538058558.9416504,560911430.258606,334418471.9363098,414020085.19641113,139233931.99606323
79.2496,250898130820.17944,79.2496,74337557.36872439,15942491636.59446,4377717765.685851,5041711474.843616,250351443688.87805,250349077359.403,250349083560.65253,250366317430.48715,250338041115.61252,250566112896.0114,250497442597.29166,250739105718.13828,250898130740.92984,250823793262.81073,234955639183.585,246520413054.4936,245856419345.33582,546687131.3013916,549053460.7764282,549047259.5269165,531813389.69229126,560089704.566925,332017924.1680298,400688222.88778687,159025102.0411682
48.6979,13616715886.597502,48.6979,277284.8482672947,175614589.18214875,840286.9552898526,916461.6362826017,13462333414.748554,13462220384.34546,13462222707.133024,13465844993.1456,13462309450.209501,13697281759.054232,13493165826.199083,13642434512.368017,13616715837.899601,13616438601.749235,13441101297.415354,13615875599.642212,13615799424.96122,154382471.84894753,154495502.25204086,154493179.46447754,150870893.4519024,154406436.3880005,80565872.45672989,123550060.39841843,25718625.770515442
25.494,285763104.7988637,25.494,2623.5962757331417,914339.3292672752,1263.3301406089854,1322.0452832526018,276701027.20990723,276699115.6252728,276699740.0753088,276847296.41973025,276700830.9810785,512649613.13142323,278397788.8027035,290747477.66161233,285763079.3048637,285760481.20258796,284848765.46959645,285761841.4687231,285761782.75358045,9062077.588956475,9063989.173590899,9063364.72355491,8915808.379133463,9062273.817785203,226886508.33255953,7365315.996160209,4984372.862748623
22.2533,127155333.68533656,22.2533,1303.3873823387537,337033.1086124364,509.6404253525808,530.2557754742645,122350965.99427684,122350167.67290993,122350640.62897082,122422526.29782596,122350865.6909006,358309600.13250315,123242415.81231578,130062450.88516474,127155311.43203656,127154030.29795422,126818300.57672413,127154824.0449112,127154803.42956108,4804367.6910597235,4805166.01242663,4804693.056365743,4732807.387510598,4804467.994435966,231154266.4471666,3912917.873020783,2907117.1998281777
97.5532,870811123207.139,97.5532,1776614006.7143388,126112792211.86754,737911049531.7655,878009388587.1426,871432615109.6606,871423986681.6713,871423996100.7449,871409495447.2673,870839288697.6841,871590927698.1063,871474384599.4412,871066317909.2377,870811123109.5858,869034509200.4247,744698330995.2715,132900073675.37354,7198265380.00354,621491902.5216064,612863474.5322266,612872893.605835,598372240.1282959,28165490.545043945,779804490.9672852,663261392.302124,255194702.0986328
19.4876,57733508.24616486,19.4876,707.6652448744103,131842.31553725078,234.85392973274665,243.15266304643973,55163571.407336235,55163236.753498934,55163597.032452695,55198864.96716339,55163514.837272234,291126403.31626797,55636285.3842979,59408134.676718034,57733488.75856486,57732800.58091998,57601665.93062761,57733273.39223512,57733265.09350181,2569936.8388286233,2570271.492665924,2569911.2137121633,2534643.279001467,2569993.408892624,233392895.0701031,2097222.8618669584,1674626.4305531755
96.0713,794522571724.5303,96.0713,1379206121.2098107,107972567874.82368,487215273919.6329,578188191877.5284,794933327663.4735,794925482999.0199,794925492132.6433,794917270034.5717,794496790387.007,795098693828.05,795000304628.1709,794671162093.697,794522571628.459,793143365603.3204,686550003849.7065,307307297804.8974,216334379847.00183,410755938.9432373,402911274.489624,402920408.1130371,394698310.04138184,25781337.52331543,576122103.5197754,477732903.640625,148590369.16674805
58.8054,42068017727.89864,58.8054,1855170.6690676813,951560500.6252415,14258475.463509383,15833678.520945687,41759876076.75512,41759508341.298965,41759511740.568634,41767510892.16934,41759681732.72578,41992532073.63638,41824200361.829216,42071480535.463455,42068017669.09325,42066162557.229576,41116457227.2734,42053759252.435135,42052184049.3777,308141651.14352417,308509386.59967804,308505987.33000946,300506835.72930145,308335995.1728668,75485654.26226044,243817366.0694275,3462807.5648117065
48.5761,13414351100.853708,48.5761,270903.154695462,171800242.16401654,812100.599274986,885527.8814406779,13261485925.984259,13261374654.302303,13261376965.363695,13264958853.183899,13261462558.32623,13496450099.277267,13292002165.586512,13440110012.654406,13414351052.277609,13414080197.699013,13242550858.689692,13413539000.254433,13413465572.972267,152865174.86944962,152976446.55140495,152974135.49001312,149392247.66980934,152888542.52747917,82098998.42355919,122348935.26719666,25758911.800697327
94.8248,734743749752.1741,94.8248,1114104670.1884177,94608863863.34555,343617894053.9098,406873537675.4677,734998868808.2961,734991636352.7377,734991645249.6555,734987991694.1499,734661644155.137,735169744623.439,735083843143.347,734818111329.691,734743749657.3492,733629645081.9856,640134885888.8285,391125855698.2643,327870212076.70636,255119056.1220703,247886600.56359863,247895497.4814453,244241941.97583008,82105597.03710938,425994871.2648926,340093391.17297363,74361577.51696777
23.7281,186327781.52968943,23.7281,1795.609838117783,537344.9618235728,770.341376908993,803.6114054087659,179839746.4928717,179838539.13790897,179839078.43253857,179940155.09683666,179839610.36427385,415794686.17143506,181048709.82375365,190091346.22324798,186327757.80158943,186325985.9198513,185790436.56786585,186327011.18831253,186326977.91828403,6488035.0368177295,6489242.391780466,6488703.097150862,6387626.432852775,6488171.165415585,229466904.64174563,5279071.705935776,3763564.693558544
43.974,7398880703.439353,43.974,111554.54727650178,72508658.40961578,223734.70763773826,241971.526668039,7296728467.414943,7296668830.788438,7296670720.527114,7298939795.794227,7296719457.253768,7532157380.220446,7316815826.888569,7423577478.3665495,7398880659.465353,7398769148.8920765,7326372045.029737,7398656968.731715,7398638731.912685,102152236.02441025,102211872.65091515,102209982.91223907,99940907.64512634,102161246.18558502,133276676.78109264,82064876.55078411,24696774.927196503
54.0548,25416466438.800293,54.0548,764956.719615712,443445361.7606203,3768170.948504675,4149185.964210347,25186832105.09251,25186614915.985588,25186617783.852192,25192314569.59801,25186759438.723488,25420843008.81289,25233668829.61784,25435609062.01613,25416466384.745495,25415701482.080677,24973021077.039673,25412698267.851788,25412317252.836082,229634333.70778275,229851522.8147049,229848654.94810104,224151869.20228195,229707000.0768051,4376570.01259613,182797609.18245316,19142623.21583557
